Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,hour,day_of_week,month,is_peak_hour,is_weekend,Load_Type_encoded,usage_lag1,usage_lag4,usage_rolling_mean,usage_rolling_std
5.4,0.0,49.3,100.0,900,0,3,9,0,0,0,3.35,3.35,3.2674999999999574,0.13961255934158384
4.64,0.0,50.85,100.0,1800,0,3,9,0,0,0,3.06,3.35,3.114999999999957,0.28101008296135555
4.68,0.0,50.52,100.0,2700,0,3,9,0,0,0,2.74,3.31,2.9724999999999575,0.2934138148178881
4.79,0.0,50.06,100.0,3600,1,3,9,0,0,0,2.74,3.35,2.827499999999957,0.1556438243534188
4.86,0.0,48.56,100.0,4500,1,3,9,0,0,0,2.77,3.06,2.7374999999999576,0.0287228142663958
4.72,0.0,50.61,100.0,5400,1,3,9,0,0,0,2.7,2.74,2.7449999999999575,0.0331662487987392
4.75,0.0,50.38,100.0,6300,1,3,9,0,0,0,2.77,2.74,2.7524999999999578,0.035000000848255323
4.68,0.0,49.41,100.0,7200,2,3,9,0,0,0,2.77,2.77,2.724999999999958,0.05446711600637453
5.4,0.0,48.44,100.0,8100,2,3,9,0,0,0,2.66,2.7,2.7974999999999577,0.13841363152774822
6.84,0.0,44.3,100.0,9000,2,3,9,0,0,0,2.99,2.77,2.9499999999999575,0.3178049717347501
5.58,0.0,47.23,100.0,9900,2,3,9,0,0,0,3.38,2.77,3.0049999999999577,0.29444863738742394
4.9,0.0,49.21,100.0,10800,3,3,9,0,0,0,2.99,2.66,3.032499999999957,0.2538208030467624
4.9,0.0,48.81,100.0,11700,3,3,9,0,0,0,2.77,2.99,2.9699999999999576,0.2951835588115525
4.68,0.0,50.52,100.0,12600,3,3,9,0,0,0,2.74,3.38,2.8099999999999574,0.12083045998158953
4.57,0.0,50.87,100.0,13500,3,3,9,0,0,0,2.74,2.99,2.7374999999999576,0.02872281426639455
4.61,0.0,52.05,100.0,14400,4,3,9,0,0,0,2.7,2.77,2.747499999999958,0.04573474309587627
5.62,0.0,49.13,100.0,15300,4,3,9,0,0,0,2.81,2.74,2.854999999999958,0.21486429839788912
6.16,0.0,48.1,100.0,16200,4,3,9,0,0,0,3.17,2.74,3.0149999999999575,0.31543620600575945
4.64,0.0,51.8,100.0,17100,4,3,9,0,0,0,3.38,2.7,3.0424999999999573,0.2818244135260476
4.61,0.0,51.5,100.0,18000,5,3,9,0,0,0,2.81,2.81,3.032499999999957,0.293300187622346
4.75,0.0,51.32,100.0,18900,5,3,9,0,0,0,2.77,3.17,2.9499999999999575,0.2880972059207194
4.68,0.0,51.48,100.0,19800,5,3,9,0,0,0,2.84,3.38,2.8074999999999575,0.028722814266076282
4.9,0.0,50.15,100.0,20700,5,3,9,0,0,0,2.81,2.81,2.8149999999999573,0.03316624879846225
4.86,0.0,49.52,100.0,21600,6,3,9,0,0,0,2.84,2.77,2.8149999999999573,0.03316624879846225
4.72,0.0,50.2,100.0,22500,6,3,9,0,0,0,2.77,2.84,2.7899999999999574,0.043969687202680324
4.79,0.0,50.6,100.0,23400,6,3,9,0,0,0,2.74,2.81,2.7899999999999574,0.043969687202680324
4.75,0.0,50.38,100.0,24300,6,3,9,0,0,0,2.81,2.84,2.7724999999999573,0.02872281426624021
4.82,0.0,48.87,100.0,25200,7,3,9,0,0,0,2.77,2.77,2.7549999999999573,0.046547467450381394
4.5,0.0,52.97,100.0,26100,7,3,9,0,0,0,2.7,2.74,2.7724999999999573,0.05188127529311128
4.43,0.0,53.56,100.0,27000,7,3,9,0,0,0,2.81,2.81,2.7724999999999573,0.05188127529311128
5.26,0.0,56.48,100.0,27900,7,3,9,0,0,0,2.81,2.77,2.9799999999999573,0.416573322948854
5.72,0.0,62.75,100.0,28800,8,3,9,1,0,0,3.6,2.7,3.4574999999999574,0.8538296083289618
34.49,0.0,71.97,100.0,29700,8,3,9,1,0,0,4.61,2.81,11.692499999999958,16.055242913143886
58.28,0.0,67.13,100.0,30600,8,3,9,1,0,0,35.75,2.81,24.18499999999996,24.209819633089385
46.51,0.0,71.78,100.0,31500,8,3,9,1,0,0,52.78,3.6,35.27249999999996,21.661397885025423
52.99,0.0,86.37,100.0,32400,9,3,9,1,0,0,47.95,4.61,56.81749999999996,23.755029467463203
60.16,0.0,87.5,100.0,33300,9,3,9,1,0,1,90.79,35.75,75.05999999999996,29.505812986597064
55.22,0.0,88.6,100.0,34200,9,3,9,1,0,1,108.72,52.78,88.24499999999996,27.97507998201321
38.66,0.0,83.86,100.0,35100,9,3,9,1,0,1,105.52,47.95,91.13499999999996,22.482734857367824
65.66,0.0,87.14,100.0,36000,10,3,9,1,0,1,59.51,90.79,97.59749999999995,25.818278247526504
67.03,0.0,87.9,100.0,36900,10,3,9,1,0,2,116.64,108.72,101.30499999999996,28.83626478354468
47.3,0.0,85.64,100.0,37800,10,3,9,1,0,2,123.55,105.52,94.53499999999995,30.63930427843787
29.3,0.0,87.04,100.0,38700,10,3,9,1,0,2,78.44,59.51,92.60749999999996,33.669815735562054
28.44,0.0,88.34,100.0,39600,11,3,9,1,0,2,51.8,116.64,76.84749999999995,33.423958846911596
24.26,0.0,90.08,100.0,40500,11,3,9,1,0,2,53.6,123.55,58.542499999999954,13.33223255872945
25.85,0.0,89.2,100.0,41400,11,3,9,1,0,2,50.33,78.44,51.68499999999996,1.410921684590475
32.69,0.0,86.54,100.0,42300,11,3,9,1,0,2,51.01,51.8,52.847499999999954,2.7843895201726525
41.72,0.29,80.24,100.0,43200,12,3,9,1,0,2,56.45,53.6,53.469999999999956,3.248384213735671
0.0,11.02,100.0,55.28,44100,12,3,9,1,0,1,56.09,50.33,42.714999999999954,23.733674388936286
0.0,11.48,100.0,36.0,45000,12,3,9,1,0,1,7.31,51.01,31.069999999999958,29.122568568037632
0.0,10.22,100.0,40.3,45900,12,3,9,1,0,1,4.43,56.45,18.082499999999957,25.37381770644806
0.0,11.81,100.0,39.51,46800,13,3,9,1,0,1,4.5,56.09,5.329999999999957,1.351764279276321
21.2,1.58,88.48,99.92,47700,13,3,9,1,0,2,5.08,7.31,13.564999999999959,17.792385075270968
39.71,0.0,83.59,100.0,48600,13,3,9,1,0,2,40.25,4.43,27.577499999999958,27.57943240291071
35.53,0.0,85.34,100.0,49500,13,3,9,1,0,2,60.48,4.5,40.99749999999996,25.59577878609513
39.46,0.0,85.83,100.0,50400,14,3,9,1,0,2,58.18,5.08,56.22499999999995,11.14275399830371
39.24,0.0,83.61,100.0,51300,14,3,9,1,0,2,65.99,40.25,61.112499999999955,3.391768221254519
37.48,0.0,80.82,100.0,52200,14,3,9,1,0,2,59.8,60.48,58.85249999999995,5.9788258323335794
33.08,0.0,88.17,100.0,53100,14,3,9,1,0,2,51.44,58.18,59.75999999999995,6.116627611141542
38.92,0.0,86.76,100.0,54000,15,3,9,1,0,2,61.81,65.99,60.237499999999955,6.801325238513866
54.58,0.0,89.42,100.0,54900,15,3,9,1,0,2,67.9,59.8,72.53999999999996,25.245021951532863
50.29,0.0,89.29,100.0,55800,15,3,9,1,0,2,109.01,51.44,84.60999999999996,23.25751634776823
34.6,0.0,89.13,100.0,56700,15,3,9,1,0,2,99.72,61.81,86.15749999999996,21.363592667590027
54.07,0.0,88.17,100.0,57600,16,3,9,1,0,2,68.0,67.9,94.43749999999996,18.097267519344033
63.07,0.0,88.96,100.0,58500,16,3,9,1,0,2,101.02,109.01,97.90249999999995,22.58729491698162
40.07,0.0,88.09,100.0,59400,16,3,9,1,0,2,122.87,99.72,91.61249999999995,25.257805889137952
29.41,0.0,85.89,100.0,60300,16,3,9,1,0,2,74.56,68.0,86.94249999999995,31.925643167627904
35.42,0.0,85.61,100.0,61200,17,3,9,1,0,2,49.32,101.02,76.35749999999996,32.711690443428765
34.74,0.0,84.28,100.0,62100,17,3,9,1,0,1,58.68,122.87,59.23999999999996,10.906389564534138
35.32,0.0,85.31,100.0,63000,17,3,9,1,0,1,54.4,74.56,55.034999999999954,4.2295586846281426
3.28,0.14,99.5,100.0,63900,17,3,9,1,0,1,57.74,49.32,50.877499999999955,12.263306718284197
7.92,0.14,97.07,100.0,64800,18,3,9,1,0,1,32.69,58.68,44.19999999999995,13.777089678159504
26.71,0.0,83.92,100.0,65700,18,3,9,1,0,1,31.97,54.4,40.90499999999996,11.9838349454609
40.07,0.0,78.43,100.0,66600,18,3,9,1,0,1,41.22,57.74,39.13249999999996,8.752479172595436
28.66,0.0,85.03,100.0,67500,18,3,9,1,0,1,50.65,32.69,42.534999999999954,8.028634171932117
42.66,0.0,80.15,100.0,68400,19,3,9,0,0,1,46.3,31.97,48.83499999999996,6.762171741882537
39.82,0.0,80.88,100.0,69300,19,3,9,0,0,1,57.17,41.22,52.219999999999956,4.777216762932916
26.64,0.0,87.9,100.0,70200,19,3,9,0,0,1,54.76,50.65,51.83249999999995,5.00447383182095
25.27,0.0,87.99,100.0,71100,19,3,9,0,0,1,49.1,46.3,51.95749999999996,4.823182732046751
20.16,0.0,89.65,100.0,72000,20,3,9,0,0,1,46.8,57.17,47.862499999999955,5.780890214034066
26.75,0.0,87.33,100.0,72900,20,3,9,0,0,1,40.79,54.76,46.159999999999954,3.701089929563348
44.24,0.0,84.24,100.0,73800,20,3,9,0,0,1,47.95,49.1,51.174999999999955,12.39421504842941
27.29,0.0,87.7,100.0,74700,20,3,9,0,0,1,69.16,46.8,51.92999999999996,12.127997911171512
4.79,8.21,97.24,92.5,75600,21,3,9,0,0,1,49.82,40.79,46.72749999999996,20.246019156039416
0.0,16.7,100.0,28.89,76500,21,3,9,0,0,1,19.98,47.95,35.99999999999995,28.900634364434243
0.0,16.7,100.0,28.31,77400,21,3,9,0,0,1,5.04,69.16,19.942499999999956,21.135484183399285
0.0,16.74,100.0,27.88,78300,21,3,9,0,0,1,4.93,49.82,8.702499999999958,7.51869835809744
0.0,15.84,100.0,28.95,79200,22,3,9,0,0,1,4.86,19.98,4.904999999999958,0.10661457088347427
8.03,0.11,48.56,99.97,80100,22,3,9,0,0,1,4.79,5.04,4.759999999999957,0.2080064102971357
8.1,0.0,48.23,100.0,81000,22,3,9,0,0,1,4.46,4.93,4.642499999999957,0.21266170331787626
7.67,0.0,50.01,100.0,81900,22,3,9,0,0,1,4.46,4.86,4.5349999999999575,0.17058722126256962
6.88,0.0,52.82,100.0,82800,23,3,9,0,0,1,4.43,4.79,4.407499999999958,0.08616844003528155
6.41,0.0,55.53,100.0,83700,23,3,9,0,0,0,4.28,4.46,4.362499999999957,0.09604686386407521
6.05,0.0,58.11,100.0,84600,23,3,9,0,0,0,4.28,4.46,4.327499999999957,0.07088723480382221
6.12,0.0,57.31,100.0,85500,23,3,9,0,0,0,4.32,4.43,4.289999999999957,0.020000001453520454
6.19,0.0,56.87,100.0,0,0,3,9,0,0,0,4.28,4.28,4.289999999999957,0.020000001453520454
6.48,0.0,55.11,100.0,900,0,4,9,0,0,0,4.28,4.28,4.289999999999957,0.020000001453520454
6.62,0.0,54.02,100.0,1800,0,4,9,0,0,0,4.28,4.32,4.272499999999957,0.015000001938160989
5.65,0.0,56.71,100.0,2700,0,4,9,0,0,0,4.25,4.28,4.174999999999957,0.1905255889852258
4.54,0.0,58.56,100.0,3600,1,4,9,0,0,0,3.89,4.28,3.924999999999957,0.4650806382319354
4.5,0.0,58.43,100.0,4500,1,4,9,0,0,0,3.28,4.28,3.6649999999999574,0.490475959375126
4.93,0.0,58.22,100.0,5400,1,4,9,0,0,0,3.24,4.25,3.4849999999999572,0.2989425809833578
6.37,0.0,56.48,100.0,6300,1,4,9,0,0,0,3.53,3.89,3.6024999999999574,0.5210486222272972
4.54,0.0,58.91,100.0,7200,2,4,9,0,0,0,4.36,3.28,3.6099999999999577,0.5150404515423648
4.54,0.0,59.37,100.0,8100,2,4,9,0,0,0,3.31,3.24,3.6374999999999575,0.49107874459359707
4.64,0.0,58.07,100.0,9000,2,4,9,0,0,0,3.35,3.53,3.582499999999958,0.5186761996258383
4.64,0.0,58.07,100.0,9900,2,4,9,0,0,0,3.31,4.36,3.3199999999999577,0.020000001459057337
4.46,0.0,58.77,100.0,10800,3,4,9,0,0,0,3.31,3.31,3.3024999999999576,0.04573474308480307
4.5,0.0,58.9,100.0,11700,3,4,9,0,0,0,3.24,3.35,3.2849999999999575,0.03316624878351883
4.46,0.0,59.25,100.0,12600,3,4,9,0,0,0,3.28,3.31,3.2774999999999572,0.028722814248815714
4.5,0.0,59.71,100.0,13500,3,4,9,0,0,0,3.28,3.31,3.2874999999999575,0.04573474308484047
4.68,0.0,57.74,100.0,14400,4,4,9,0,0,0,3.35,3.24,3.3049999999999575,0.03316624878345041
5.87,0.0,55.24,100.0,15300,4,4,9,0,0,0,3.31,3.28,3.4574999999999574,0.2897556442792177
6.05,0.0,55.82,100.0,16200,4,4,9,0,0,0,3.89,3.28,3.6549999999999576,0.3827531842562339
4.61,0.0,58.32,100.0,17100,4,4,9,0,0,0,4.07,3.35,3.644999999999958,0.39374272487453293
4.75,0.0,57.17,100.0,18000,5,4,9,0,0,0,3.31,3.31,3.644999999999958,0.3937427248745329
4.79,0.0,57.31,100.0,18900,5,4,9,0,0,0,3.31,3.89,3.5099999999999576,0.37380922058137167
4.93,0.0,56.2,100.0,19800,5,4,9,0,0,0,3.35,4.07,3.3299999999999574,0.023094012031110007
5.62,0.0,54.36,100.0,20700,5,4,9,0,0,0,3.35,3.31,3.4124999999999575,0.1528343331574241
7.06,0.0,51.84,100.0,21600,6,4,9,0,0,0,3.64,3.31,3.654999999999957,0.4385202390520723
5.69,0.0,54.2,100.0,22500,6,4,9,0,0,0,4.28,3.35,3.7349999999999572,0.39093904050580824
4.82,0.0,55.79,100.0,23400,6,4,9,0,0,0,3.67,3.35,3.7074999999999574,0.42905904806324907
4.75,0.0,57.17,100.0,24300,6,4,9,0,0,0,3.24,3.64,3.6249999999999574,0.4755698336994895
4.68,0.0,56.92,100.0,25200,7,4,9,0,0,0,3.31,4.28,3.3649999999999576,0.20599352754804068
5.11,0.0,54.02,100.0,26100,7,4,9,0,0,0,3.24,3.67,3.2674999999999574,0.03403429728534721
5.62,0.0,52.76,100.0,27000,7,4,9,0,0,0,3.28,3.24,3.3299999999999574,0.110453610436056
4.97,0.0,59.82,100.0,27900,7,4,9,0,0,0,3.49,3.31,3.429999999999957,0.21648710521646353
5.87,0.0,63.46,100.0,28800,8,4,9,1,0,0,3.71,3.24,3.8249999999999575,0.6861729617170746
31.43,0.0,72.76,100.0,29700,8,4,9,1,0,0,4.82,3.28,11.339999999999959,14.678212879413827
50.83,0.0,70.76,100.0,30600,8,4,9,1,0,0,33.34,3.49,23.19249999999996,23.005751998142852
52.7,0.0,76.99,100.0,31500,8,4,9,1,0,0,50.9,3.71,38.15999999999996,25.451077252905893
27.14,0.0,87.61,100.0,32400,9,4,9,1,0,0,63.58,4.82,49.28499999999996,12.39891796354483
25.02,0.0,88.44,100.0,33300,9,4,9,1,0,1,49.32,33.34,52.80249999999996,7.325318536877013
37.3,0.0,85.39,100.0,34200,9,4,9,1,0,1,47.41,50.9,55.377499999999955,8.192616086048467
24.48,0.0,88.19,100.0,35100,9,4,9,1,0,1,61.2,63.58,50.92999999999996,6.997023176564523
19.04,0.0,90.12,100.0,36000,10,4,9,1,0,1,45.79,49.32,48.49999999999996,9.111022628299287
21.38,0.0,88.75,100.0,36900,10,4,9,1,0,2,39.6,47.41,46.94249999999996,9.861089780887067
38.59,0.0,80.34,100.0,37800,10,4,9,1,0,2,41.18,61.2,44.657499999999956,5.590196031152741
38.3,0.0,82.16,100.0,38700,10,4,9,1,0,2,52.06,45.79,47.00749999999996,7.77414250362799
33.12,0.0,83.57,100.0,39600,11,4,9,1,0,2,55.19,39.6,49.70749999999996,6.021901001072221
36.18,0.0,84.02,100.0,40500,11,4,9,1,0,2,50.4,41.18,53.424999999999955,2.646992003522817
36.76,0.0,83.33,100.0,41400,11,4,9,1,0,2,56.05,52.06,54.259999999999955,2.599243479690493
42.3,0.0,83.61,100.0,42300,11,4,9,1,0,2,55.4,55.19,56.58249999999996,5.838826223369984
52.63,0.0,76.94,100.0,43200,12,4,9,1,0,2,64.48,50.4,59.83249999999996,4.770767757923822
4.61,8.35,94.61,84.98,44100,12,4,9,1,0,1,63.4,56.05,49.18499999999996,24.158539552989986
0.0,14.87,100.0,27.9,45000,12,4,9,1,0,1,13.46,55.4,36.414999999999964,32.00445541899937
0.0,14.08,100.0,31.3,45900,12,4,9,1,0,1,4.32,64.48,21.454999999999956,28.282241188893103
0.0,11.84,100.0,29.9,46800,13,4,9,1,0,1,4.64,63.4,6.532499999999958,4.6344174391242206
23.83,3.1,89.32,99.79,47700,13,4,9,1,0,2,3.71,13.46,15.002499999999959,21.56178467412635
36.79,0.0,83.01,100.0,48600,13,4,9,1,0,2,47.34,4.32,27.612499999999958,27.234942475920896
48.89,0.0,81.31,100.0,49500,13,4,9,1,0,2,54.76,4.64,43.52499999999996,27.92441524305776
38.56,0.0,83.48,100.0,50400,14,4,9,1,0,2,68.29,3.71,57.212499999999956,8.712984085071723
43.27,0.0,83.75,100.0,51300,14,4,9,1,0,2,58.46,47.34,61.954999999999956,6.405240042343873
37.87,0.0,84.95,100.0,52200,14,4,9,1,0,2,66.31,54.76,63.509999999999955,4.567705477959179
45.86,0.0,82.78,100.0,53100,14,4,9,1,0,2,60.98,68.29,63.35749999999996,4.360400402108924
41.62,0.0,82.81,100.0,54000,15,4,9,1,0,2,67.68,58.46,64.11499999999995,3.378663443835668
26.68,0.0,87.51,100.0,54900,15,4,9,1,0,2,61.49,66.31,59.597499999999954,8.161137073556556
37.73,0.0,85.07,100.0,55800,15,4,9,1,0,2,48.24,60.98,59.617499999999964,8.16575113916121
44.42,0.0,82.96,100.0,56700,15,4,9,1,0,2,61.06,67.68,59.19499999999996,7.636083201924445
40.1,0.0,82.27,100.0,57600,16,4,9,1,0,2,65.99,61.49,58.329999999999956,7.483907179188749
39.85,0.0,85.54,100.0,58500,16,4,9,1,0,2,58.03,48.24,62.722499999999954,3.872668115573357
56.16,0.0,89.36,100.0,59400,16,4,9,1,0,2,65.81,61.06,75.40249999999995,24.533904941258513
51.44,0.0,89.99,100.0,60300,16,4,9,1,0,2,111.78,65.99,85.44499999999996,27.445454389874953
28.69,0.0,85.9,100.0,61200,17,4,9,1,0,2,106.16,58.03,82.96999999999997,30.962791648472315
16.02,0.0,93.71,100.0,62100,17,4,9,1,0,1,48.13,65.81,77.27249999999995,36.732248660634816
34.85,0.0,87.34,100.0,63000,17,4,9,1,0,1,43.02,111.78,64.95249999999996,28.682769944109502
28.73,0.0,88.49,100.0,63900,17,4,9,1,0,1,62.5,106.16,52.05749999999996,8.416461548658583
14.44,0.0,92.44,100.0,64800,18,4,9,1,0,1,54.58,48.13,48.77249999999996,12.18222578185322
13.54,0.0,90.31,100.0,65700,18,4,9,1,0,1,34.99,43.02,45.13749999999996,16.031856567473724
14.08,0.0,89.99,100.0,66600,18,4,9,1,0,1,28.48,62.5,36.774999999999956,12.229566631735263
5.36,0.07,98.25,100.0,67500,18,4,9,1,0,1,29.05,54.58,30.194999999999958,3.213953951140946
3.13,0.22,99.33,100.0,68400,19,4,9,0,0,1,28.26,34.99,28.197499999999955,0.8649614635279408
1.76,4.72,99.63,97.43,69300,19,4,9,0,0,1,27.0,28.48,26.179999999999957,3.938214485447558
0.0,13.5,100.0,50.27,70200,19,4,9,0,0,1,20.41,29.05,20.879999999999956,9.34381435318167
0.0,13.5,100.0,52.47,71100,19,4,9,0,0,1,7.85,28.26,15.894999999999959,9.412914886831029
0.0,12.02,100.0,35.33,72000,20,4,9,0,0,1,8.32,27.0,10.279999999999957,6.959669532388743
0.0,12.96,100.0,27.25,72900,20,4,9,0,0,1,4.54,20.41,6.094999999999957,2.333045220320712
0.0,13.9,100.0,25.79,73800,20,4,9,0,0,1,3.67,7.85,5.059999999999958,2.210022624332523
0.0,14.11,100.0,25.17,74700,20,4,9,0,0,1,3.71,8.32,3.8974999999999573,0.42874817791092573
0.0,11.77,100.0,29.55,75600,21,4,9,0,0,1,3.67,4.54,3.6724999999999577,0.028722814312010535
0.0,11.74,100.0,29.32,76500,21,4,9,0,0,1,3.64,3.67,3.654999999999957,0.04654746747862706
0.0,13.21,100.0,27.24,77400,21,4,9,0,0,1,3.6,3.71,3.6624999999999575,0.05909032686211618
0.0,14.11,100.0,24.72,78300,21,4,9,0,0,1,3.74,3.67,3.6449999999999574,0.06608075914119545
0.0,14.36,100.0,24.32,79200,22,4,9,0,0,1,3.6,3.64,3.634999999999957,0.07000000044294893
5.87,0.04,48.78,99.99,80100,22,4,9,0,0,1,3.6,3.6,3.5549999999999575,0.19485037010152753
6.34,0.0,46.28,100.0,81000,22,4,9,0,0,1,3.28,3.74,3.447499999999957,0.17651723257347804
5.8,0.0,43.98,100.0,81900,22,4,9,0,0,1,3.31,3.6,3.2574999999999577,0.3135150183464688
5.58,0.0,43.56,100.0,82800,23,4,9,0,0,1,2.84,3.6,3.032499999999957,0.3086934834570539
5.11,0.0,46.17,100.0,83700,23,4,9,0,0,0,2.7,3.28,2.8774999999999573,0.2984822720512801
4.93,0.0,47.48,100.0,84600,23,4,9,0,0,0,2.66,3.31,2.7149999999999572,0.08544003781760559
5.04,0.0,46.68,100.0,85500,23,4,9,0,0,0,2.66,2.84,2.6699999999999573,0.020000001557166667
5.15,0.0,45.89,100.0,0,0,4,9,0,0,0,2.66,2.7,2.66,0.0
4.82,0.0,48.87,100.0,900,0,5,9,0,1,0,2.66,2.66,2.6699999999999573,0.020000001557166667
4.9,0.0,47.29,100.0,1800,0,5,9,0,1,0,2.7,2.66,2.6624999999999575,0.028722814316999058
4.93,0.0,47.07,100.0,2700,0,5,9,0,1,0,2.63,2.66,2.6549999999999576,0.033166248842625305
4.93,0.0,47.07,100.0,3600,1,5,9,0,1,0,2.63,2.66,2.6474999999999573,0.035000000889901184
5.47,0.0,45.69,100.0,4500,1,5,9,0,1,0,2.63,2.7,2.674999999999957,0.09000000034602917
6.52,0.0,44.5,100.0,5400,1,5,9,0,1,0,2.81,2.63,2.8274999999999575,0.2877933287312995
5.8,0.0,45.82,100.0,6300,1,5,9,0,1,0,3.24,2.63,2.9174999999999573,0.2604323329815561
4.97,0.0,47.19,100.0,7200,2,5,9,0,1,0,2.99,2.63,2.924999999999957,0.24959967961160115
5.15,0.0,46.43,100.0,8100,2,5,9,0,1,0,2.66,2.81,2.8974999999999578,0.2715848548714658
5.26,0.0,45.67,100.0,9000,2,5,9,0,1,0,2.7,3.24,2.7624999999999575,0.152834333170246
5.18,0.0,45.27,100.0,9900,2,5,9,0,1,0,2.7,2.99,2.6724999999999577,0.03403429734282067
4.86,0.0,47.59,100.0,10800,3,5,9,0,1,0,2.63,2.66,2.6649999999999574,0.04041451961389228
5.0,0.0,47.51,100.0,11700,3,5,9,0,1,0,2.63,2.7,2.6649999999999574,0.04041451961389228
4.97,0.0,46.77,100.0,12600,3,5,9,0,1,0,2.7,2.7,2.6474999999999573,0.0350000008899052
5.11,0.0,45.76,100.0,13500,3,5,9,0,1,0,2.63,2.63,2.6474999999999573,0.0350000008899052
6.55,0.0,45.1,100.0,14400,4,5,9,0,1,0,2.63,2.63,2.8174999999999573,0.329987373590129
5.4,0.0,45.64,100.0,15300,4,5,9,0,1,0,3.31,2.7,2.8349999999999573,0.32347076126842284
5.15,0.0,46.43,100.0,16200,4,5,9,0,1,0,2.77,2.63,2.8524999999999574,0.3103089858977682
5.15,0.0,46.43,100.0,17100,4,5,9,0,1,0,2.7,2.63,2.8699999999999575,0.295183558816481
5.18,0.0,46.22,100.0,18000,5,5,9,0,1,0,2.7,3.31,2.7174999999999576,0.03500000088961795
5.33,0.0,45.19,100.0,18900,5,5,9,0,1,0,2.7,2.77,2.7,0.0
5.18,0.0,45.27,100.0,19800,5,5,9,0,1,0,2.7,2.7,2.6824999999999575,0.03500000088976158
5.15,0.0,44.93,100.0,20700,5,5,9,0,1,0,2.63,2.7,2.654999999999957,0.054467116033051335
5.22,0.0,44.99,100.0,21600,6,5,9,0,1,0,2.59,2.7,2.6374999999999575,0.045734743127767735
5.29,0.0,45.46,100.0,22500,6,5,9,0,1,0,2.63,2.7,2.637499999999957,0.045734743127767735
5.29,0.0,44.52,100.0,23400,6,5,9,0,1,0,2.7,2.63,2.6374999999999575,0.045734743127767735
5.33,0.0,44.25,100.0,24300,6,5,9,0,1,0,2.63,2.59,2.6474999999999573,0.035000000889905084
5.15,0.0,45.48,100.0,25200,7,5,9,0,1,0,2.63,2.63,2.6474999999999573,0.035000000889905084
6.55,0.0,42.33,100.0,26100,7,5,9,0,1,0,2.63,2.7,2.737499999999957,0.21500000014480836
6.55,0.0,42.78,100.0,27000,7,5,9,0,1,0,3.06,2.63,2.8549999999999573,0.2603203156284592
5.22,0.0,46.48,100.0,27900,7,5,9,0,1,0,3.1,2.63,2.8824999999999577,0.23300572252391719
10.04,0.0,62.6,100.0,28800,8,5,9,1,1,0,2.74,2.63,4.239999999999958,2.5517575642541956
31.72,0.0,73.14,100.0,29700,8,5,9,1,1,0,8.06,3.06,11.979999999999958,14.892503707124813
32.4,0.0,71.82,100.0,30600,8,5,9,1,1,0,34.02,3.1,19.56499999999996,16.5015989124304
28.3,0.0,80.43,100.0,31500,8,5,9,1,1,0,33.44,2.74,28.45499999999996,13.768315074839581
22.36,0.0,90.9,100.0,32400,9,5,9,1,1,0,38.3,8.06,38.63499999999996,7.102100628221571
8.39,0.0,96.93,100.0,33300,9,5,9,1,1,1,48.78,34.02,38.392499999999956,7.325259381076686
9.29,0.0,96.79,100.0,34200,9,5,9,1,1,1,33.05,33.44,38.969999999999956,6.882339718442545
8.39,0.0,97.27,100.0,35100,9,5,9,1,1,1,35.75,38.3,38.17999999999996,7.160619153866425
12.17,0.0,95.7,100.0,36000,10,5,9,1,1,1,35.14,48.78,36.01999999999995,2.9800782987564887
9.18,0.0,96.5,100.0,36900,10,5,9,1,1,2,40.14,33.05,36.20749999999995,2.74526713940908
14.15,0.0,94.39,100.0,37800,10,5,9,1,1,2,33.8,35.75,37.377499999999955,3.403629190543377
8.28,0.0,97.0,100.0,38700,10,5,9,1,1,2,40.43,35.14,36.844999999999956,3.986999707388895
13.32,0.0,95.04,100.0,39600,11,5,9,1,1,2,33.01,40.14,36.98999999999995,4.153833570737488
14.36,0.0,94.43,100.0,40500,11,5,9,1,1,2,40.72,33.8,38.844999999999956,3.9036606751507605
8.78,0.0,96.56,100.0,41400,11,5,9,1,1,2,41.22,40.43,36.88249999999995,4.727510796749786
15.48,0.0,93.38,100.0,42300,11,5,9,1,1,2,32.58,33.01,38.72749999999996,4.112512411335095
7.81,3.78,91.65,97.84,43200,12,5,9,1,1,2,40.39,40.72,33.01999999999995,10.811527798298771
0.0,12.13,100.0,26.33,44100,12,5,9,1,1,1,17.89,41.22,23.542499999999958,16.39938489700321
0.0,16.56,100.0,22.48,45000,12,5,9,1,1,1,3.31,32.58,16.352499999999957,17.390952389103344
0.0,16.49,100.0,22.57,45900,12,5,9,1,1,1,3.82,40.39,7.209999999999957,7.124057832447911
0.0,13.39,100.0,24.0,46800,13,5,9,1,1,1,3.82,17.89,3.5649999999999573,0.2944486373948104
9.94,3.67,94.81,99.24,47700,13,5,9,1,1,2,3.31,3.31,10.144999999999957,12.992224597814703
14.9,0.0,93.98,100.0,48600,13,5,9,1,1,2,29.63,3.82,19.432499999999955,18.89918935651452
13.18,0.0,94.97,100.0,49500,13,5,9,1,1,2,40.97,3.82,28.46749999999996,17.537020604045658
13.46,0.0,93.87,100.0,50400,14,5,9,1,1,2,39.96,3.31,36.80249999999996,5.125292674575037
